"FeatureCode","City","FeatureType","Year","Measurement","Units","Value","Energy Type","Energy Consuming Sector"
"S12000017","Highland","Council Area",2020,"Count","GWh",40.411,"Petroleum Products","Rail"
"S12000047","Fife","Council Area",2020,"Count","GWh",436.606,"Electricity","Industrial"
"S12000005","Clackmannanshire","Council Area",2020,"Count","GWh",9.593,"Petroleum Products","Domestic"
"S12000005","Clackmannanshire","Council Area",2020,"Count","GWh",11.827,"Bioenergy & Wastes","Road Transport"
"S12000030","Stirling","Council Area",2020,"Count","GWh",0.762,"Petroleum Products","Commercial"
"S12000030","Stirling","Council Area",2020,"Count","GWh",0,"Coal","Rail"
"S12000005","Clackmannanshire","Council Area",2020,"Count","GWh",0.938,"Coal","Domestic"
"S12000018","Inverclyde","Council Area",2020,"Count","GWh",128.653,"Electricity","Domestic"
"S12000030","Stirling","Council Area",2020,"Count","GWh",246.982,"Electricity","Industrial & Commercial"
"S12000030","Stirling","Council Area",2020,"Count","GWh",513.195,"Gas","Domestic"
"S12000018","Inverclyde","Council Area",2020,"Count","GWh",7.748,"Petroleum Products","Agriculture"
"S12000005","Clackmannanshire","Council Area",2020,"Count","GWh",86.722,"Electricity","Domestic"
"S12000005","Clackmannanshire","Council Area",2020,"Count","GWh",368.584,"Gas","Commercial"
"S12000047","Fife","Council Area",2020,"Count","GWh",10.307,"Coal","All"
"S12000047","Fife","Council Area",2020,"Count","GWh",6.608,"Coal","Domestic"
"S12000018","Inverclyde","Council Area",2020,"Count","GWh",71.875,"Electricity","Commercial"
"S12000020","Moray","Council Area",2020,"Count","GWh",59.506,"Bioenergy & Wastes","Industrial"
"S12000040","West Lothian","Council Area",2020,"Count","GWh",29.528,"Petroleum Products","Agriculture"
"S12000049","Glasgow City","Council Area",2020,"Count","GWh",261.614,"Petroleum Products","Industrial"
"S12000020","Moray","Council Area",2020,"Count","GWh",0,"Manufactured Fuels","Industrial"
"S12000020","Moray","Council Area",2020,"Count","GWh",0.322,"Coal","Public Sector"
"S12000040","West Lothian","Council Area",2020,"Count","GWh",3.827,"Manufactured Fuels","Industrial"
"S12000028","South Ayrshire","Council Area",2020,"Count","GWh",1054.62,"All","Industrial & Commercial"
"S12000028","South Ayrshire","Council Area",2020,"Count","GWh",6.074,"Manufactured Fuels","All"
"S12000019","Midlothian","Council Area",2020,"Count","GWh",99.563,"Electricity","Industrial"
"S12000028","South Ayrshire","Council Area",2020,"Count","GWh",113.479,"Petroleum Products","Industrial"
"S12000048","Perth and Kinross","Council Area",2020,"Count","GWh",8.47,"Manufactured Fuels","Domestic"
"S12000040","West Lothian","Council Area",2020,"Count","GWh",289.776,"Electricity","Domestic"
"S12000028","South Ayrshire","Council Area",2020,"Count","GWh",3.499,"Petroleum Products","Rail"
"S12000040","West Lothian","Council Area",2020,"Count","GWh",0,"Bioenergy & Wastes","Commercial"
"S12000028","South Ayrshire","Council Area",2020,"Count","GWh",106.131,"Petroleum Products","Agriculture"
"S12000028","South Ayrshire","Council Area",2020,"Count","GWh",0,"Petroleum Products","Public Sector"
"S12000020","Moray","Council Area",2020,"Count","GWh",461.918,"Electricity","All"
"S12000020","Moray","Council Area",2020,"Count","GWh",127.93,"Electricity","Commercial"
"S12000028","South Ayrshire","Council Area",2020,"Count","GWh",909.875,"Petroleum Products","All"
"S12000017","Highland","Council Area",2020,"Count","GWh",2.556,"Coal","Rail"
"S12000030","Stirling","Council Area",2020,"Count","GWh",50.455,"Petroleum Products","Industrial"
"S12000045","East Dunbartonshire","Council Area",2020,"Count","GWh",76.44,"Electricity","Industrial"
"S12000017","Highland","Council Area",2020,"Count","GWh",1677.604,"Petroleum Products","Road Transport"
"S12000005","Clackmannanshire","Council Area",2020,"Count","GWh",3.166,"Manufactured Fuels","All"
"S12000033","Aberdeen City","Council Area",2020,"Count","GWh",2351.605,"Gas","All"
"S12000030","Stirling","Council Area",2020,"Count","GWh",0.203,"Coal","Public Sector"
"S12000033","Aberdeen City","Council Area",2020,"Count","GWh",307.875,"Petroleum Products","Industrial"
"S12000047","Fife","Council Area",2020,"Count","GWh",494.902,"Gas","Commercial"
"S12000019","Midlothian","Council Area",2020,"Count","GWh",186.922,"Electricity","Industrial & Commercial"
"S12000028","South Ayrshire","Council Area",2020,"Count","GWh",200.804,"Electricity","Domestic"
"S12000028","South Ayrshire","Council Area",2020,"Count","GWh",660.113,"All","Transport"
"S12000028","South Ayrshire","Council Area",2020,"Count","GWh",989.757,"All","Domestic"
"S12000048","Perth and Kinross","Council Area",2020,"Count","GWh",732.921,"Gas","Domestic"
"S12000048","Perth and Kinross","Council Area",2020,"Count","GWh",4.813,"Bioenergy & Wastes","Commercial"
"S12000040","West Lothian","Council Area",2020,"Count","GWh",0,"Coal","Agriculture"
"S12000019","Midlothian","Council Area",2020,"Count","GWh",0.641,"Coal","Public Sector"
"S12000028","South Ayrshire","Council Area",2020,"Count","GWh",2704.49,"All","All"
"S12000028","South Ayrshire","Council Area",2020,"Count","GWh",0,"Coal","Rail"
"S12000040","West Lothian","Council Area",2020,"Count","GWh",69.263,"Bioenergy & Wastes","Road Transport"
"S12000048","Perth and Kinross","Council Area",2020,"Count","GWh",1.149,"Petroleum Products","Commercial"
"S12000048","Perth and Kinross","Council Area",2020,"Count","GWh",165.43,"Petroleum Products","Agriculture"
"S12000028","South Ayrshire","Council Area",2020,"Count","GWh",122.34,"Electricity","Industrial"
"S12000019","Midlothian","Council Area",2020,"Count","GWh",22.693,"Petroleum Products","Agriculture"
"S12000019","Midlothian","Council Area",2020,"Count","GWh",0.274,"Coal","Commercial"
"S12000019","Midlothian","Council Area",2020,"Count","GWh",87.359,"Electricity","Commercial"
"S12000027","Shetland Islands","Council Area",2020,"Count","GWh",0,"Gas","Industrial"
"S12000027","Shetland Islands","Council Area",2020,"Count","GWh",0,"Coal","Rail"
"S12000049","Glasgow City","Council Area",2020,"Count","GWh",1000.829,"Gas","Commercial"
"S12000020","Moray","Council Area",2020,"Count","GWh",95.002,"Petroleum Products","Agriculture"
"S12000020","Moray","Council Area",2020,"Count","GWh",817.474,"All","Domestic"
"S12000040","West Lothian","Council Area",2020,"Count","GWh",10.221,"Petroleum Products","Rail"
"S12000040","West Lothian","Council Area",2020,"Count","GWh",0,"Coal","Rail"
"S12000027","Shetland Islands","Council Area",2020,"Count","GWh",544.392,"All","All"
"S12000027","Shetland Islands","Council Area",2020,"Count","GWh",5.881,"Coal","All"
"S12000019","Midlothian","Council Area",2020,"Count","GWh",0,"Manufactured Fuels","Industrial"
"S12000048","Perth and Kinross","Council Area",2020,"Count","GWh",2083.51,"Petroleum Products","All"
"S12000028","South Ayrshire","Council Area",2020,"Count","GWh",107.345,"Electricity","Commercial"
"S12000019","Midlothian","Council Area",2020,"Count","GWh",70.76,"Gas","Commercial"
"S12000028","South Ayrshire","Council Area",2020,"Count","GWh",4.629,"Manufactured Fuels","Domestic"
"S12000048","Perth and Kinross","Council Area",2020,"Count","GWh",1326.629,"All","Domestic"
"S12000020","Moray","Council Area",2020,"Count","GWh",188.186,"Electricity","Domestic"
"S12000048","Perth and Kinross","Council Area",2020,"Count","GWh",0,"Petroleum Products","Public Sector"
"S12000019","Midlothian","Council Area",2020,"Count","GWh",146.271,"Electricity","Domestic"
"S12000019","Midlothian","Council Area",2020,"Count","GWh",3.302,"Manufactured Fuels","All"
"S12000019","Midlothian","Council Area",2020,"Count","GWh",19.211,"Bioenergy & Wastes","Industrial"
"S12000019","Midlothian","Council Area",2020,"Count","GWh",445.131,"All","Industrial & Commercial"
"S12000028","South Ayrshire","Council Area",2020,"Count","GWh",0.717,"Petroleum Products","Commercial"
"S12000048","Perth and Kinross","Council Area",2020,"Count","GWh",87.216,"Petroleum Products","Industrial"
"S12000028","South Ayrshire","Council Area",2020,"Count","GWh",620.041,"Petroleum Products","Road Transport"
"S12000048","Perth and Kinross","Council Area",2020,"Count","GWh",3951.04,"All","All"
"S12000028","South Ayrshire","Council Area",2020,"Count","GWh",331.525,"Gas","Industrial"
"S12000028","South Ayrshire","Council Area",2020,"Count","GWh",3.001,"Coal","All"
"S12000045","East Dunbartonshire","Council Area",2020,"Count","GWh",82,"Gas","Industrial"
"S12000017","Highland","Council Area",2020,"Count","GWh",3012.625,"Petroleum Products","All"
"S12000033","Aberdeen City","Council Area",2020,"Count","GWh",13.763,"Coal","Industrial"
"S12000047","Fife","Council Area",2020,"Count","GWh",12.007,"Bioenergy & Wastes","Industrial"
"S12000047","Fife","Council Area",2020,"Count","GWh",8.022,"Bioenergy & Wastes","Commercial"
"S12000005","Clackmannanshire","Council Area",2020,"Count","GWh",98.043,"Electricity","Commercial"
"S12000033","Aberdeen City","Council Area",2020,"Count","GWh",4.533,"Manufactured Fuels","Domestic"
"S12000045","East Dunbartonshire","Council Area",2020,"Count","GWh",787.271,"Gas","Domestic"
"S12000017","Highland","Council Area",2020,"Count","GWh",422.225,"Bioenergy & Wastes","Commercial"
"S12000045","East Dunbartonshire","Council Area",2020,"Count","GWh",421.956,"Petroleum Products","All"
"S12000047","Fife","Council Area",2020,"Count","GWh",605.259,"Gas","Industrial"
"S12000030","Stirling","Council Area",2020,"Count","GWh",781.966,"All","Domestic"
"S12000030","Stirling","Council Area",2020,"Count","GWh",1.135,"Coal","Industrial"
"S12000030","Stirling","Council Area",2020,"Count","GWh",0.477,"Petroleum Products","Public Sector"
"S12000047","Fife","Council Area",2020,"Count","GWh",3450.123,"Gas","All"
"S12000017","Highland","Council Area",2020,"Count","GWh",63.659,"Bioenergy & Wastes","Domestic"
"S12000017","Highland","Council Area",2020,"Count","GWh",19.535,"Manufactured Fuels","All"
"S12000030","Stirling","Council Area",2020,"Count","GWh",15.492,"Bioenergy & Wastes","Domestic"
"S12000017","Highland","Council Area",2020,"Count","GWh",0.516,"Manufactured Fuels","Industrial"
"S12000033","Aberdeen City","Council Area",2020,"Count","GWh",13.291,"Manufactured Fuels","All"
"S12000017","Highland","Council Area",2020,"Count","GWh",329.245,"Petroleum Products","Industrial"
"S12000005","Clackmannanshire","Council Area",2020,"Count","GWh",10.133,"Petroleum Products","Agriculture"
"S12000005","Clackmannanshire","Council Area",2020,"Count","GWh",6.976,"Bioenergy & Wastes","Domestic"
"S12000005","Clackmannanshire","Council Area",2020,"Count","GWh",204.469,"Petroleum Products","Road Transport"
"S12000045","East Dunbartonshire","Council Area",2020,"Count","GWh",9.175,"Petroleum Products","Agriculture"
"S12000005","Clackmannanshire","Council Area",2020,"Count","GWh",18.802,"Bioenergy & Wastes","All"
"S12000033","Aberdeen City","Council Area",2020,"Count","GWh",11.7,"Petroleum Products","Agriculture"
"S12000033","Aberdeen City","Council Area",2020,"Count","GWh",0,"Coal","Agriculture"
"S12000033","Aberdeen City","Council Area",2020,"Count","GWh",1.151,"Petroleum Products","Commercial"
"S12000045","East Dunbartonshire","Council Area",2020,"Count","GWh",341.015,"All","Industrial & Commercial"
"S12000017","Highland","Council Area",2020,"Count","GWh",6847.367,"All","All"
"S12000045","East Dunbartonshire","Council Area",2020,"Count","GWh",180.119,"Electricity","Domestic"
"S12000045","East Dunbartonshire","Council Area",2020,"Count","GWh",0.306,"Petroleum Products","Commercial"
"S12000045","East Dunbartonshire","Council Area",2020,"Count","GWh",0,"Petroleum Products","Public Sector"
"S12000017","Highland","Council Area",2020,"Count","GWh",651.888,"Electricity","Domestic"
"S12000033","Aberdeen City","Council Area",2020,"Count","GWh",387.811,"Electricity","Domestic"
"S12000017","Highland","Council Area",2020,"Count","GWh",276.228,"Gas","Industrial"
"S12000033","Aberdeen City","Council Area",2020,"Count","GWh",17.848,"Coal","All"
"S12000033","Aberdeen City","Council Area",2020,"Count","GWh",21.559,"Petroleum Products","Domestic"
"S12000033","Aberdeen City","Council Area",2020,"Count","GWh",964.712,"Electricity","All"
"S12000045","East Dunbartonshire","Council Area",2020,"Count","GWh",323.629,"Electricity","All"
"S12000017","Highland","Council Area",2020,"Count","GWh",3.202,"Petroleum Products","Commercial"
"S12000005","Clackmannanshire","Council Area",2020,"Count","GWh",0.998,"Coal","All"
"S12000033","Aberdeen City","Council Area",2020,"Count","GWh",45.305,"Bioenergy & Wastes","Industrial"
"S12000045","East Dunbartonshire","Council Area",2020,"Count","GWh",5.311,"Petroleum Products","Rail"
"S12000017","Highland","Council Area",2020,"Count","GWh",618.198,"Petroleum Products","Domestic"
"S12000045","East Dunbartonshire","Council Area",2020,"Count","GWh",7.691,"Bioenergy & Wastes","Domestic"
"S12000030","Stirling","Council Area",2020,"Count","GWh",4.413,"Coal","All"
"S12000030","Stirling","Council Area",2020,"Count","GWh",2.875,"Coal","Domestic"
"S12000047","Fife","Council Area",2020,"Count","GWh",12.841,"Manufactured Fuels","Domestic"
"S12000047","Fife","Council Area",2020,"Count","GWh",102.991,"Bioenergy & Wastes","Road Transport"
"S12000017","Highland","Council Area",2020,"Count","GWh",1218.534,"Bioenergy & Wastes","All"
"S12000017","Highland","Council Area",2020,"Count","GWh",3018.015,"All","Industrial & Commercial"
"S12000045","East Dunbartonshire","Council Area",2020,"Count","GWh",28.211,"Bioenergy & Wastes","All"
"S12000017","Highland","Council Area",2020,"Count","GWh",397.23,"Electricity","Industrial"
"S12000005","Clackmannanshire","Council Area",2020,"Count","GWh",1.867,"Manufactured Fuels","Domestic"
"S12000005","Clackmannanshire","Council Area",2020,"Count","GWh",1059.953,"All","Industrial & Commercial"
"S12000047","Fife","Council Area",2020,"Count","GWh",29.694,"Manufactured Fuels","All"
"S12000030","Stirling","Council Area",2020,"Count","GWh",0,"Coal","Agriculture"
"S12000017","Highland","Council Area",2020,"Count","GWh",13.096,"Coal","Domestic"
"S12000017","Highland","Council Area",2020,"Count","GWh",642.218,"Gas","Domestic"
"S12000017","Highland","Council Area",2020,"Count","GWh",2008.077,"All","Domestic"
"S12000005","Clackmannanshire","Council Area",2020,"Count","GWh",0,"Bioenergy & Wastes","Industrial"
"S12000030","Stirling","Council Area",2020,"Count","GWh",64.976,"Petroleum Products","Agriculture"
"S12000005","Clackmannanshire","Council Area",2020,"Count","GWh",310.643,"Gas","Domestic"
"S12000005","Clackmannanshire","Council Area",2020,"Count","GWh",111.74,"Electricity","Industrial"
"S12000005","Clackmannanshire","Council Area",2020,"Count","GWh",0,"Coal","Rail"
"S12000017","Highland","Council Area",2020,"Count","GWh",33.89,"Petroleum Products","Public Sector"
"S12000033","Aberdeen City","Council Area",2020,"Count","GWh",16.78,"Petroleum Products","Public Sector"
"S12000030","Stirling","Council Area",2020,"Count","GWh",0.2,"Coal","Commercial"
"S12000047","Fife","Council Area",2020,"Count","GWh",6834.453,"All","Industrial & Commercial"
"S12000005","Clackmannanshire","Council Area",2020,"Count","GWh",0.178,"Petroleum Products","Rail"
"S12000030","Stirling","Council Area",2020,"Count","GWh",5.037,"Manufactured Fuels","All"
"S12000047","Fife","Council Area",2020,"Count","GWh",11903.784,"All","All"
"S12000050","North Lanarkshire","Council Area",2020,"Count","GWh",8.659,"Manufactured Fuels","Domestic"
"S12000049","Glasgow City","Council Area",2020,"Count","GWh",1.253,"Manufactured Fuels","Industrial"
"S12000039","West Dunbartonshire","Council Area",2020,"Count","GWh",7.974,"Petroleum Products","Agriculture"
"S12000039","West Dunbartonshire","Council Area",2020,"Count","GWh",0.496,"Manufactured Fuels","Domestic"
"S12000039","West Dunbartonshire","Council Area",2020,"Count","GWh",0.789,"Petroleum Products","Rail"
"S12000023","Orkney Islands","Council Area",2020,"Count","GWh",0,"Gas","Industrial"
"S12000027","Shetland Islands","Council Area",2020,"Count","GWh",6.418,"Bioenergy & Wastes","Commercial"
"S12000049","Glasgow City","Council Area",2020,"Count","GWh",789.486,"Electricity","Industrial"
"S12000049","Glasgow City","Council Area",2020,"Count","GWh",3.641,"Manufactured Fuels","All"
"S12000020","Moray","Council Area",2020,"Count","GWh",273.732,"Electricity","Industrial & Commercial"
"S12000049","Glasgow City","Council Area",2020,"Count","GWh",0,"Bioenergy & Wastes","Industrial"
"S12000023","Orkney Islands","Council Area",2020,"Count","GWh",0,"Manufactured Fuels","Industrial"
